date,price,isPeak,Q
2030-01-01 00:00:00,66.4125,False,1
2030-01-01 01:00:00,60.9754,False,1
2030-01-01 02:00:00,58.1093,False,1
2030-01-01 03:00:00,56.8038,False,1
2030-01-01 04:00:00,58.5027,False,1
2030-01-01 05:00:00,60.8802,False,1
2030-01-01 06:00:00,55.85,False,1
2030-01-01 07:00:00,53.3909,False,1
2030-01-01 08:00:00,59.0876,False,1
2030-01-01 09:00:00,67.5616,False,1
2030-01-01 10:00:00,67.8945,False,1
2030-01-01 11:00:00,65.422,False,1
2030-01-01 12:00:00,62.5217,False,1
2030-01-01 13:00:00,59.7752,False,1
2030-01-01 14:00:00,64.4283,False,1
2030-01-01 15:00:00,74.1358,False,1
2030-01-01 16:00:00,81.9875,False,1
2030-01-01 17:00:00,81.874,False,1
2030-01-01 18:00:00,84.9839,False,1
2030-01-01 19:00:00,75.7863,False,1
2030-01-01 20:00:00,74.3879,False,1
2030-01-01 21:00:00,77.2578,False,1
2030-01-01 22:00:00,75.6015,False,1
2030-01-01 23:00:00,68.5849,False,1
2030-01-02 00:00:00,74.0188,False,1
2030-01-02 01:00:00,69.4009,False,1
2030-01-02 02:00:00,66.8191,False,1
2030-01-02 03:00:00,66.4447,False,1
2030-01-02 04:00:00,69.7408,False,1
2030-01-02 05:00:00,79.3652,False,1
2030-01-02 06:00:00,95.0292,False,1
2030-01-02 07:00:00,113.6645,False,1
2030-01-02 08:00:00,123.8145,True,1
2030-01-02 09:00:00,124.3893,True,1
2030-01-02 10:00:00,115.9511,True,1
2030-01-02 11:00:00,107.9081,True,1
2030-01-02 12:00:00,103.8522,True,1
2030-01-02 13:00:00,104.5696,True,1
2030-01-02 14:00:00,109.8906,True,1
2030-01-02 15:00:00,118.7907,True,1
2030-01-02 16:00:00,125.3074,True,1
2030-01-02 17:00:00,125.821,True,1
2030-01-02 18:00:00,123.2219,True,1
2030-01-02 19:00:00,116.7731,True,1
2030-01-02 20:00:00,110.2839,False,1
2030-01-02 21:00:00,99.0871,False,1
2030-01-02 22:00:00,89.9028,False,1
2030-01-02 23:00:00,81.3189,False,1
2030-01-03 00:00:00,74.9449,False,1
2030-01-03 01:00:00,70.2971,False,1
2030-01-03 02:00:00,67.6935,False,1
2030-01-03 03:00:00,67.3373,False,1
2030-01-03 04:00:00,70.6188,False,1
2030-01-03 05:00:00,80.0483,False,1
2030-01-03 06:00:00,95.396,False,1
2030-01-03 07:00:00,113.6746,False,1
2030-01-03 08:00:00,123.9705,True,1
2030-01-03 09:00:00,124.4932,True,1
2030-01-03 10:00:00,116.3602,True,1
2030-01-03 11:00:00,108.4109,True,1
2030-01-03 12:00:00,104.2018,True,1
2030-01-03 13:00:00,104.66,True,1
2030-01-03 14:00:00,109.7702,True,1
2030-01-03 15:00:00,118.4843,True,1
2030-01-03 16:00:00,124.9606,True,1
2030-01-03 17:00:00,125.4006,True,1
2030-01-03 18:00:00,123.0817,True,1
2030-01-03 19:00:00,117.0643,True,1
2030-01-03 20:00:00,110.5547,False,1
2030-01-03 21:00:00,99.6605,False,1
2030-01-03 22:00:00,90.7126,False,1
2030-01-03 23:00:00,82.2703,False,1
2030-01-04 00:00:00,75.8775,False,1
2030-01-04 01:00:00,71.145,False,1
2030-01-04 02:00:00,68.4961,False,1
2030-01-04 03:00:00,68.216,False,1
2030-01-04 04:00:00,71.5777,False,1
2030-01-04 05:00:00,81.0421,False,1
2030-01-04 06:00:00,96.1706,False,1
2030-01-04 07:00:00,113.9329,False,1
2030-01-04 08:00:00,124.0811,True,1
2030-01-04 09:00:00,124.6634,True,1
2030-01-04 10:00:00,116.9832,True,1
2030-01-04 11:00:00,109.3806,True,1
2030-01-04 12:00:00,105.2335,True,1
2030-01-04 13:00:00,105.5459,True,1
2030-01-04 14:00:00,110.4476,True,1
2030-01-04 15:00:00,119.0369,True,1
2030-01-04 16:00:00,125.4877,True,1
2030-01-04 17:00:00,126.0238,True,1
2030-01-04 18:00:00,123.9502,True,1
2030-01-04 19:00:00,118.156,True,1
2030-01-04 20:00:00,111.2044,False,1
2030-01-04 21:00:00,100.1843,False,1
2030-01-04 22:00:00,91.2056,False,1
2030-01-04 23:00:00,82.7551,False,1
2030-01-05 00:00:00,79.4274,False,1
2030-01-05 01:00:00,75.2271,False,1
2030-01-05 02:00:00,72.551,False,1
2030-01-05 03:00:00,71.6207,False,1
2030-01-05 04:00:00,73.1923,False,1
2030-01-05 05:00:00,76.037,False,1
2030-01-05 06:00:00,73.5375,False,1
2030-01-05 07:00:00,73.1424,False,1
2030-01-05 08:00:00,83.9745,False,1
2030-01-05 09:00:00,89.3494,False,1
2030-01-05 10:00:00,83.9537,False,1
2030-01-05 11:00:00,80.017,False,1
2030-01-05 12:00:00,79.3668,False,1
2030-01-05 13:00:00,77.6825,False,1
2030-01-05 14:00:00,81.5159,False,1
2030-01-05 15:00:00,88.7347,False,1
2030-01-05 16:00:00,93.8945,False,1
